Rank,Fan,Hand,Starting Hand,Fan Types,Win Type,Player,Player ID,Record
519,90,"[FFF,1]888m999pCCCPP|ES0000","234889m99p49sECC|ES0000","小三元","ron","陈杨飞雅","VPhYN2q4","DxkSpZCk"
520,90,"[FFF,3]55p345sCCPPPC|WS0000","48m569p4589sFFPP|WS0000","大三元","ron","hong","7wCrgqA3","eVaYYNzu"
521,90,"[FFF,3][PPP,2]99p567sCCC|WN0000","7m599p3567sCFFPP|WN0000","大三元","ron","山丹丹开花","ENbgMfTU","8FDMjHJ3"
522,90,"[FFF,3][PPP,3]88m678sCCC|SE0000","1488m369p167sCFFP|SE0000","大三元","ron","霸霸","4yeEFtvC","ie3sGAiN"
523,90,"[PPP,1][678s,3][FFF,1]55mCCC|NN0000","35m38p67sEWNCCPP|NN0000","大三元","ron","随便玩玩儿","kd1iAJWk","KT3Uov2c"
524,90,"[PPP,2]22p456sCCCFFF|WE0000","12579m22p569sCFFP|WE0000","大三元","ron","莫莫柴","S2uSoczk","KfG43T3m"
525,90,"[PPPP,7][CCC,3]55m34sFFF5s|SE0000","68m4p134sSCCFFFPP|SE0000","大三元","ron","bdbw99","GkAxvMvR","063nwvnU"
526,89,"1112345678999p6p|SS0000","169m1123689p15sC|SS0000","九莲宝灯","ron","AvaMax","nxUx5tzD","MMjai1bw"
527,89,"119m19p19sESNCFPW|EE1000","11568m1p179sSNCFP|EE0000","十三幺","tsumo","陈佳豪","jxKWrMnf","3n5UDgGV"
528,89,"119m19p19sESNCFPW|NS0000","1889m9p1358sENCF|NS0000","十三幺","ron","xYz","LkVSAJey","cvAVfA4W"
529,89,"119m19p19sESWNCPF|NW0000","13m18p1349sESWNP|NW0000","十三幺","ron","南宁正氣雀馆","s1PxckGm","TK6kqzJ9"
530,89,"119m19p19sESWNFPC|EW0000","179m2249p69sSWNF|EW0000","十三幺","ron","翎刻","QcuCzD6g","RHYKGGfJ"
531,89,"119m19p19sESWNFPC|NW0000","11479m179p1sENNF|NW0000","十三幺","ron","蛋黄派","A4KG6n9v","Lw33E7CA"
532,89,"119m19p19sSWNCFPE|NS0000","19m279p2479sSNCF|NS0000","十三幺","ron","金瓜皮子","048BFJWk","QCQvy8bp"
533,89,"119m9p19sESWNCFP1p|SN0000","9m339p1379sESWNC|SN0000","十三幺","ron","百里","4DGRysrv","ZPK5FRir"
534,89,"11m19p19sESWNCFP9m|EW0000","115m19p14sESWNCP|EW0000","十三幺","ron","冰雪分类","PMHXhqkQ","iCainH5a"
535,89,"11m19p19sESWNCFP9m|WE1000","16m49p169sEESWNCF|WE0000","十三幺","tsumo","南宁正氣雀馆","s1PxckGm","6GPLBobi"
536,89,"199m19p19sESNCFPW|NW0000","49m29p148sESSNCP|NW0000","十三幺","ron","penguin","whS7ojAK","3wcwLdQi"
537,89,"199m19p19sESWCFPN|ES0000","17899m15p1sEWCFP|ES0000","十三幺","ron","CHAGA03","hNEQmgMK","45K0uK8i"
538,89,"199m19p19sESWCFPN|SW0000","11589m17p13sECFP|SW0000","十三幺","ron","灯波月华","7bFk8wuV","e6gA0ad3"
539,89,"199m19p19sESWNCFP|WS0000","99m19p79sESWNCFF|WS0000","十三幺","ron","alaya23","gaHB4QjF","beeaQ6tR"
540,89,"199m19p19sEWNCFPS|WS0000","16m19p12559sENFP|WS0000","十三幺","ron","kima","TLC1TTGE","s4o6ZbJz"
541,89,"199m19p19sSWNCFPE|WS0000","99m17p129sSSWNCP|WS0000","十三幺","ron","阿月","8ExEaTK6","KT0EjB7B"
542,89,"199m19p1sESWNCFP9s|SN1000","1999m249p17sSCFP|SN0000","十三幺","tsumo","小张同学3","3ra2j8u9","2MHZzEnq"
543,89,"199m19p1sESWNCFP9s|WS0000","139m49p1678sESNC|WS0000","十三幺","ron","HyZha","QbHyazpM","mbDetK9M"
544,89,"199m9p19sESWNCFP1p|SN0000","25m8p12388sESWNC|SN0000","十三幺","ron","真随机","BR9xamFF","YQMsaeC4"
545,89,"199m9p19sESWNCFP1p|WE0000","19m239p689sENCCFP|WE0000","十三幺","ron","xxxhhww","aeVdfr2X","N6b9kggG"
546,89,"19m119p19sESWNCPF|SW1000","138m156p19sESWCP|SW0000","十三幺","tsumo","墨辰","dvnVqUL5","cwhRF3z9"
547,89,"19m119p19sESWNFPC|ES1000","159m1149p129sSFP|ES0000","十三幺","tsumo","冰雪看看","uAZfMH4V","JDTs6Zni"
548,89,"19m119p19sEWNCFPS|NW1000","9m1455p146sENCFP|NW0000","十三幺","tsumo","襄下樊人","qX2Vddw6","wMZvQmLi"
549,89,"19m119p9sESWNCFP1s|NN1000","12599m1p28sSWNCF|NN0000","十三幺","tsumo","liuachun","4Rysrx8K","mxeC4q8U"
550,89,"19m199p19sESWNCFP|NN0000","49m1269p139sEWNF|NN0000","十三幺","ron","小孙看电视","U0uynGxN","WvkQahHQ"
551,89,"19m199p1sESWNCFP9s|EW0000","1235m9p13sEWNCFP|EW0000","十三幺","ron","小柚子","sDcV9RNf","Wvhjo0Vk"
552,89,"19m199p1sESWNCFP9s|EW0000","379m199pEWNNCFP|EW0000","十三幺","ron","虹村雪","ah6aP1e1","4iTNPPQM"
553,89,"19m199p1sESWNCFP9s|SE0000","123489m129p11sECF|SE0000","十三幺","ron","相川まりえ","tygfuFxJ","bSNqDv7e"
554,89,"19m199p1sESWNCFP9s|WW0000","11246m199p278sSC|WW0000","十三幺","ron","雨萌小小酱","wXv1sNUz","Wc4kAhGZ"
555,89,"19m19p119sESNCFPW|WN0000","13m19p12689sSCFP|WN0000","十三幺","ron","CHAGA01","ATAaGdpW","X66EJ2vy"
556,89,"19m19p119sESWNCFP|SN0000","1459m149p39sSNCF|SN0000","十三幺","ron","LuckyTree","bivEU4P4","o8yv0hsv"
557,89,"19m19p119sESWNCFP|WW0000","689m88p1569sWNCC|WW0000","十三幺","ron","萌薪99","i30PhPwM","HhTJ2sSx"
558,89,"19m19p119sESWNCPF|EN1000","12m17p169sESNCCP|EN0000","十三幺","tsumo","Imple","xDkpQdYe","csS8Ra6i"
559,89,"19m19p119sESWNCPF|SW0000","19m36p119sENCPPP|SW0000","十三幺","ron","大可乐","X80h8a2E","QpwL2vUV"
560,89,"19m19p199sESNCFPW|ES0000","1234m159p19sESNF|ES0000","十三幺","ron","萌新大白獭","VqDyhii1","fpwszsm9"
561,89,"19m19p199sESNCFPW|SS0000","159m1489p15sESCF|SS0000","十三幺","ron","CHAGA01","ATAaGdpW","kHAN0WKv"
562,89,"19m19p19sEESWNCPF|SS0000","12349m899p9sESWC|SS0000","十三幺","ron","蛋黄派","A4KG6n9v","3VzYHMfm"
563,89,"19m19p19sESNCFFPW|WW0000","159m9p112369sESF|WW0000","十三幺","ron","月见琥珀","AncGgpxL","fbGsZX6f"
564,89,"19m19p19sESWNCFFP|NS0000","39m1669p12799sWC|NS0000","十三幺","ron","伽罗妹妹","9N1nBhYG","Zr3m90ev"
565,89,"19m19p19sESWNCPPF|WW0000","17m469p147sSNNCP|WW0000","十三幺","ron","破游全是bug","JmcUVZPk","FEndrzGk"
566,89,"19m19p19sESWNFFPC|WN1000","19m59p249sESSWFP|WN0000","十三幺","tsumo","休息1下玩1会","Uenn5pAV","CTVVHAXH"
567,89,"19m19p19sESWNFPPC|NW0000","1458m135p179sENP|NW0000","十三幺","ron","小龙女","7WK1gK48","JTJcJmsw"
568,89,"19m19p19sESWNNCPF|WW1000","389m129p9sESWNCP|WW0000","十三幺","tsumo","海葉","bM1zRd23","TQ3G7zaf"
569,89,"19m19p19sESWNNFPC|SN0000","127m9p129sESNFFP|SN0000","十三幺","ron","修改昵称","VTAaGGnx","pNsfLzz4"
570,89,"19m19p19sESWWNCPF|EE0000","135m1666p19sESWWP|EE0000","十三幺","ron","蛋黄派","A4KG6n9v","6RySmHuX"
571,89,"19m19p19sESWWNCPF|WE0000","1379m1229p17sSWNC|WE0000","十三幺","ron","sdlyx","2kczqHuH","CtnLAHwC"
572,89,"19m19p19sEWNCCFPS|WE0000","9m136p15679sEWCFP|WE0000","十三幺","ron","kabidesu","8SiX3Pzw","dYCJtHKB"
573,89,"19m19p19sSWNCCFPE|NS0000","1347m19p29sSWNCF|NS0000","十三幺","ron","葡萄汁","jvkkgXSx","eVdG9JaM"
574,89,"19m19p1sESSWNCFP9s|WE0000","136m138p2356sSSWN|WE0000","十三幺","ron","徐北","XKvaV6L7","P4x2HPXC"
575,89,"19m19p1sESSWNCFP9s|WS0000","8m134p566sESSWCF|WS0000","十三幺","ron","赤木茂","e609HWnY","mbAhUNYK"
576,89,"19m19p1sESWNCCFP9s|WE0000","18m1277p288sEWNCF|WE0000","十三幺","ron","hyperon","cZuxz3CB","9zLmNso6"
577,89,"19m19p1sESWNCFPP9s|SE0000","6m49p1135sESWCFPP|SE0000","十三幺","ron","麻将小白","n299Fxwr","SApwvnR4"
578,89,"19m19p1sESWNCFPP9s|WW0000","29m19p1245sENFPP|WW0000","十三幺","ron","SSSFFF","q54ZGx8F","tUfhDkLR"
579,89,"19m19p1sESWNNCFP9s|WS0000","12359m348pWNNCP|WS0000","十三幺","ron","PetrCech","0qfhyQGi","Ucuu3feg"
580,89,"19m19p9sESWNCCFP1s|EE0000","12589m9p9sESWWNFP|EE0000","十三幺","ron","HyZha","QbHyazpM","mEF446QW"
581,89,"19m19p9sESWNCCFP1s|WE0000","122m1p478sESNCCFP|WE0000","十三幺","ron","猫猫今天吃啥","qaWUmWTs","1f7M1SXG"
582,89,"19m19p9sESWNCFFP1s|SS0000","1679m19p3379sEFP|SS0000","十三幺","ron","修改昵称","VTAaGGnx","eQ1FfabS"
583,89,"19m19p9sESWNCFPP1s|SS0000","29m3569p29sESWWC|SS0000","十三幺","ron","武小玲","tmRtSRun","AgtFUi2Z"
584,89,"19m1p119sESWNCFP9p|SS0000","19m567p19sSWNCFP|SS0000","十三幺","ron","独钓","aJEWDGHz","6WtjjL0S"
585,89,"19m99p19sESWNCFP1p|EW0000","1459m9p1449sWNCF|EW0000","十三幺","ron","xbh要修仙","R9uT6oHi","LUkZYSpX"
586,89,"19m99p19sESWNCFP1p|NS0000","1237m199sESWNFP|NS0000","十三幺","ron","北宸星落","5rBwZ7oL","FVaAR3LJ"
587,89,"19m9p19sESWNCFFP1p|EN0000","19m556p17sEWNCFP|EN0000","十三幺","ron","八九胡十万","eCouy647","Qo3bKENS"
588,89,"19m9p19sESWNCFFP1p|SE0000","389m38p1589sESNCP|SE0000","十三幺","ron","八九胡十万","eCouy647","rpUaDg0T"
589,89,"19m9p19sESWNCFFP1p|WN0000","189m9p1459sSNCFP|WN0000","十三幺","ron","晴天","44avAyBg","s4r5LbSR"
590,89,"19m9p19sESWNNCFP1p|EN0000","139m9p1259sSWNFP|EN0000","十三幺","ron","柿子","usTqiGjZ","u1foHtjr"
591,89,"1m199p19sESWNCFP9m|NE0000","678m25p13sESNCFFP|NE0000","十三幺","ron","枭风雀庄","32C6J1o3","p3U3sGEq"
592,89,"1m19p199sESWNCFP9m|ES0000","26m2449p1sENCCFP|ES0000","十三幺","ron","菜鸟坟墓","UmvL3dwz","52vPLB3U"
593,89,"1m19p199sESWNCFP9m|SE0000","566m22259p19sSNCP|SE0000","十三幺","ron","GBAWA","6GL3KkZB","bbCCpjWu"
594,89,"99m19p19sESWNCFP1m|ES0000","79m19p13669sESWF|ES0000","十三幺","ron","Choimoe","irfhv7y2","4iTJDNQG"
595,89,"99m19p19sESWNCFP1m|SW0000","9m12589p9sSWNCFP|SW0000","十三幺","ron","葡萄汁","jvkkgXSx","aYh6fLCA"
596,89,"9m19p119sESWNCFP1m|ES0000","229m11p1459sESFP|ES0000","十三幺","ron","麻将小白","n299Fxwr","EuDuKi2a"
597,89,"9m19p199sESWNCFP1m|WE0000","33689m19p35sWWNCP|WE0000","十三幺","ron","初阳","vsweEaV1","t1DAhr8s"
598,89,"9m19p19sESWNCCFP1m|SN1000","259m19p17sSWNCFP|SN0000","十三幺","tsumo","椎名真白","kY36gExs","e3GduQEb"
599,89,"9m19p19sESWWNCFP1m|EW0000","679m199pESSWNFP|EW0000","十三幺","ron","南法信法南","Z6uNjhJE","R0KLXgS3"
600,89,"9m19p19sESWWNCFP1m|NE0000","2m2699p1278sESWCF|NE0000","十三幺","ron","哎呦我去","KGGZig26","4jWzNpz3"
601,89,"[222s,3]555pCCCFFFPP|SN0000","38m259p25sWCCFFF|SN0000","小三元","ron","周平","NVFbZxLe","9bmdEHas"
602,89,"[456p,2][FFF,2][CCC,3]55mPPP|NS0000","455m46p247sECFFP|NS0000","大三元","ron","源代码","BspovKbb","ti2L06bX"
603,89,"[CCC,1][PPP,1]22m678pFFF|NN0000","226m278p3sCCFFPP|NN0000","大三元","ron","CHAGA02","NpduDFKF","cSxyMC5D"
604,89,"[CCC,2]22m456sFFPPPF|SE0000","2238m38p5678sCPPP|SE0000","大三元","ron","麻将小白","n299Fxwr","0uR2jw6r"
605,89,"[CCC,2][PPP,2]77m567sFFF|SW0000","378m2p689sENCFFP|SW0000","大三元","ron","全求人","v1WMFNaR","EMsNtFya"
606,89,"[CCC,3][PPP,2]44m67sFFF5s|ES0000","128p49sENCCFFFP|ES0000","大三元","ron","戮默","okSCAqT9","XXKmEtyK"
607,89,"[CCC,3][PPP,3][222p,2][EEEE,1]FF|WW1010","25m22p477sEESCPP|WW0000","小三元","tsumo","花毛","pqDvw0UM","C2d1NpKu"
608,89,"[EEE,3][NNN,3][SSS,1][555s,3]WW|NN0000","248m7sEESSWNNCF|NN0000","小四喜","ron","lidai","qd8YwnsG","QcqmRL6Z"
609,88,"119m19p9sESWNCFP1s|ES0000","1m6p55789sEWNCFP|ES0000","十三幺","ron","南方孤影","c6MYE1en","FEjoLZTd"
610,88,"119m1p19sESWNCFP9p|ES0000","113m13p179sEWNCF|ES0000","十三幺","ron","嗯好可以行","KXcTcskS","R7KRwRwF"
611,88,"119m1p19sESWNCFP9p|EW0000","389m1p1257sESWNC|EW0000","十三幺","ron","加贝勒","xTessaLM","rczXrbCS"
612,88,"119m9p19sESWNCFP1p|SE0000","112m2689p1189sSWC|SE0000","十三幺","ron","永清","dzJXxweM","4BcRMs1D"
613,88,"11m19p19sESWNCFP9m|ES0000","247m49p1469sWNCP|ES0000","十三幺","ron","就想摸摸鱼","EvK4NW8F","NNFaH2gS"
614,88,"11m19p19sESWNCFP9m|EW0000","126m1566p15sEWFP|EW0000","十三幺","ron","nayara","SQe3C7ax","2prWs0Tz"
615,88,"199m19p19sESWCFPN|SW0000","149m1899p1sSWWCF|SW0000","十三幺","ron","alaya23","gaHB4QjF","PFDy7AyY"
616,88,"199m19p19sEWNCFPS|WS0000","247m179p227sWNCP|WS0000","十三幺","ron","蛋黄派","A4KG6n9v","0RDUpZEw"
617,88,"19m119p1sESWNCFP9s|EE0000","9m1479p12sESWWNFP|EE0000","十三幺","ron","茅老道","kFAM1LVx","5e1Hws63"
618,88,"19m119p9sESWNCFP1s|SS0000","13679m1p79sSWNFP|SS0000","十三幺","ron","逻辑猫","tQTK1DeJ","cdJCSNhL"
619,88,"19m199p19sESWNFPC|NE0000","13789m19p18sESNFP|NE0000","十三幺","ron","飞刀","Pk0CM71e","75Whnk2d"
620,88,"19m19p119sESNCFPW|NE0000","679m129p1258sESCF|NE0000","十三幺","ron","蛋黄派","A4KG6n9v","m5nAC8XD"
621,88,"19m19p119sESWNCPF|EN0000","599m799p12sESWNC|EN0000","十三幺","ron","CHAGA04","CfQFk9C9","2ePwx64U"
622,88,"19m19p119sESWNFPC|NE0000","379m1359p19sEWWNF|NE0000","十三幺","ron","CHAGA31415","kvHiw2Wk","k3M9tsbX"
623,88,"19m19p199sESWCFPN|NN0000","1m478p778sESWCFP|NN0000","十三幺","ron","zerong","hf63veya","7ySERujK"
624,88,"19m19p199sESWNCPF|WE0000","139m1689p499sSWCP|WE0000","十三幺","ron","麻将小白","n299Fxwr","6z9HjGwg"
625,88,"19m19p199sESWNFPC|SS0000","129m1369p19sENFP|SS0000","十三幺","ron","雄关迈步","JVCtk2tP","8M3Uy6XE"
626,88,"19m19p19sEESWNFPC|NE0000","1369m19p12sEESWNF|NE0000","十三幺","ron","雨萌小小酱","wXv1sNUz","aXX4HTE0"
627,88,"19m19p19sESNCCFPW|SS0000","89m1229p19sSNCFP|SS0000","十三幺","ron","CHAGA03","hNEQmgMK","MMgSB0rZ"
628,88,"19m19p19sESWNCFP9s|WS0000","189m16p3459sEWNC|WS0000","十三幺","ron","天使的秤","fzTao7oq","ENynckLZ"
629,88,"19m19p19sESWNFFPC|SS0000","1349m139p69sEWFF|SS0000","十三幺","ron","qucheng","fr4iBNg0","7A7x55cA"
630,88,"19m19p19sEWWNCFPS|NW0000","69m159p17sWWNCFP|NW0000","十三幺","ron","FMA","vWWmixTv","ceUHbuqn"
631,88,"19m19p19sSWNCCFPE|SS0000","15m178p11sSWNCCP|SS0000","十三幺","ron","lhwayne","XN6NCw6k","1SrCGHZb"
632,88,"19m19p19sSWNCFPPE|WE0000","1789m18p169sSWCFP|WE0000","十三幺","ron","王洋","4u3Wyyjo","bA1jwbkR"
633,88,"19m19p1sESSWNCFP9s|SS0000","2m59p123sESSNCFP|SS0000","十三幺","ron","秋8LUE","n9vCVZxB","X4dMj04C"
634,88,"19m19p1sESWNCCFP9s|SE0000","145m129p122sESSCC|SE0000","十三幺","ron","一碗小甜粥","sVzazfyn","aw8MdJam"
635,88,"19m19p1sESWNNCFP9s|SN0000","15679m14pEWNCFP|SN0000","十三幺","ron","病娇灰姑娘","GQ8yP8C2","ug2jZd5w"
636,88,"19m19p1sESWWNCFP9s|NN0000","14m139p116sSWCFP|NN0000","十三幺","ron","休息1下玩1会","Uenn5pAV","qq88AWE4"
637,88,"19m19p9sESWNNCFP1s|NS0000","1359m449p3sESNCF|NS0000","十三幺","ron","凯旋之愿","wLsDhviv","Z1aQipnt"
638,88,"19m19p9sESWNNCFP1s|SS0000","1579m19p46sEWWNP|SS0000","十三幺","ron","萌薪99","i30PhPwM","ZoN3L20y"
639,88,"19m1p119sESWNCFP9p|SN0000","169m14558p1sENFP|SN0000","十三幺","ron","山浩然","JpG3GvUh","oVuSrxDv"
640,88,"19m1p119sESWNCFP9p|SS0000","1689m138p29sSNFP|SS0000","十三幺","ron","抹茶味纯子","g2zbXugX","kXiXxZc1"
641,88,"19m1p199sESWNCFP9p|ES0000","19m1226p129sWNCP|ES0000","十三幺","ron","萌新99","3WjMHk6N","qq82gdRQ"
642,88,"19m1p19sESWNCCFP9p|EW0000","1135m1399sESWCF|EW0000","十三幺","ron","星间梦影","wKg16HYQ","p7zC8EAh"
643,88,"19m9p119sESWNCFP1p|SW0000","1m78p159sSWNCFPP|SW0000","十三幺","ron","River","ReAgYzkf","GNbhAoiK"
644,88,"19m9p199sESWNCFP1p|NS0000","158m469p179sESCP|NS0000","十三幺","ron","下一张牌自摸","8KXxsNC9","nRcjJ9n3"
645,88,"19m9p19sESWNCCFP1p|SE0000","124m2p369sESWNCCP|SE0000","十三幺","ron","花毛","pqDvw0UM","u1ifDac4"
646,88,"19m9p19sESWNCCFP1p|WS0000","19m23p19sESWWNCP|WS0000","十三幺","ron","CHAGA02","NpduDFKF","vYv4BeSy"
647,88,"1m19p119sESWNCFP9m|NS0000","45m369pESNNCCFP|NS0000","十三幺","ron","国麻萧寒","0Tnq4yaT","kz0zaMQb"
648,88,"1m19p119sESWNCFP9m|SN0000","1m129p1566sESWNF|SN0000","十三幺","ron","闪电云","9SDzgpLS","sP11bfF5"
649,88,"1m19p19sEESWNCFP9m|NE0000","148m149p119sEWNCP|NE0000","十三幺","ron","国标小渣渣","TezQaG7U","ZCD34845"
650,88,"22777pEEEWWNNNW|EW1000","6m2277p46sEEWNNF|EW0000","四暗刻","tsumo","柳梦璃","PPHotfkF","D0ct13aj"
651,88,"9m19p119sESWNCFP1m|EN0000","1568p1699sSWCFP|EN0000","十三幺","ron","林嘿嘿3号","Vj9NEJMN","xFJMbuHB"
652,88,"9m19p199sESWNCFP1m|NE0000","36m169p189sSWNCFP|NE0000","十三幺","ron","Szdzs","2psp0uJJ","B6kyxPDC"
653,88,"9m19p199sESWNCFP1m|NE0000","36m169p189sSWNCFP|NE0000","十三幺","ron","Szdzs","2psp0uJJ","B6kyxPDC"
654,88,"9m19p199sESWNCFP1m|NS0000","5669m235p19sSWCP|NS0000","十三幺","ron","卡小雷","7NNRX0XL","qsms8eyu"
655,88,"9m19p19sESWNCFPP1m|ES0000","369m1889p9sEWNCP|ES0000","十三幺","ron","张张进张","5jR4n2J1","ZGN5bzmi"
656,88,"[123p,2]444pCCFFFPPC|NS1000","45m13456p39sFFPP|NS0000","小三元","tsumo","艳阳天","U3e3PxWH","D7WsUrsC"
657,87,"8999m666777p888s8m|NN0000","9m2366677p138sEP|NN0000","四暗刻","ron","Jvruo","LzZcda1B","SiXsEXdE"
658,87,"[111p,2][2222p][444p,3]3338p8p|WS0000","39m123348p6789sF|WS0000","一色四节高、清一色","ron","抹茶味纯子","g2zbXugX","bbCPxmCv"
659,87,"[6666s]1122299p555s1p|WS1000","24m1229p3566sEFP|WS0000","四暗刻","tsumo","麻将小白","n299Fxwr","0jWGzqbZ"
660,87,"[678s,3]22sCCFFFPPP2s|ES1000","2358m4p227sCFPPP|ES0000","小三元","tsumo","CHAGA08","7XnjdNdo","YXCG5fio"
661,87,"[CCC,1][555p,3]WWWFPPPF|WW0000","4m455899p6sWWCFP|WW0000","小三元","ron","小柚子","sDcV9RNf","UVCFyxaH"
662,87,"[EEE,3][PPP,2][FFF,2][888s,2]CC|ES0000","159m28p689sENFPP|ES0000","小三元","ron","LuckyTree","bivEU4P4","TAeddXHK"
663,87,"[PPP,1][WWW,3][666m,3][FFFF]CC|WW0000","366m12p7sEWNFFPP|WW0000","小三元","ron","灯波月华","7bFk8wuV","DSEr9YvC"
664,87,"[PPP,2][8888p][CCC,3]EEEFF|EW1000","18m57888p12sECPP|EW0000","小三元","tsumo","柳梦璃","PPHotfkF","MrJXE7wz"
665,86,"55566m555p55999s5s|SW1000","155568m55pESCFP|SW0000","四暗刻","tsumo","八九胡十万","eCouy647","6tiyRqRr"
666,86,"[111m,1][FFFF,7][6666m,5][CCC,1]PP|WW1000","11248m8p36sENCFF|WW0000","小三元","tsumo","岚兰","o5Tnv2QX","X9YB0aM4"
667,86,"[333p,2][222p,3]4445588p5p|SN0000","457m3345788p127s|SN0000","一色四节高、清一色","ron","全效进张","Y1nrxcHG","UCrLJepG"
668,86,"[CCC,1]EESSSNNNFFE|EE0000","26m36p244sSSWNNCF|EE0000","字一色","ron","自摸8001600","cdNyVcmE","AXNYy536"
669,86,"[CCC,3][999s,2][5555s]FFFPP|SN1000","5m7p155589sCCFFF|SN0000","小三元","tsumo","一只柠檬","Zi68HmQ5","PeuAstgd"
670,86,"[NNN,2][SSS,2][FFF,3]WWPPW|WW0000","334m237sSSWWNNF|WW0000","字一色","ron","燚飞扬","n297tGMb","Pd1UuweV"
671,86,"[SSSS,5][NNN,1]888pEEEWW|NE1000","5m2888p245sESSWNN|NE0000","小四喜","tsumo","BestMaomi","DSDHkofK","ZXKyVwHZ"
672,86,"[SSSS,7][WWW,2][EEE,2]CCFFF|ES1000","1m3p1268sESSWCFP|ES0000","字一色","tsumo","Kiwi","87EBa1sG","3f8TBDPx"
673,85,"11144m11222444p1p|ES1000","1146m1222449pWN|ES0000","四暗刻","tsumo","莫莫柴","S2uSoczk","8usAtiLc"
674,85,"123pEESSSWWWNNN|NW0000","5m123689p13sEWWC|NW0000","小四喜","ron","衔蝉幽客","W75zJtzi","sCutL3je"
675,85,"56m888pCCCFFFPP7m|EN0000","36m2667p158sSCFF|EN0000","小三元","ron","Weldon","g2wZw0dx","Jwq8MCsr"
676,85,"[222p,3][555p,2][333p,2][444p,1]1p1p|EW1000","3679m122455pESN|EW0000","一色四节高、清一色","tsumo","小柚子","sDcV9RNf","Jq2eVhAu"
677,85,"[444p,1][FFF,3][PPPP,7][333p,2]CC|SW0000","9m3344p469sECFPP|SW0000","小三元","ron","CHAGA02","NpduDFKF","mU8o8jA3"
678,85,"[777s,3][8888s]88m999p99s9s|EN1000","88m6999p377889sN|EN0000","一色三节高、全大","tsumo","一1四五14","SWFcv3hw","PbVWYfj1"
679,85,"[999p,1][FFF,2][CCCC,6]13pPP2p|SS1000","15m1399p4sNCCFFP|SS0000","小三元","tsumo","北风萧霄","HBrCndM6","q9fB3PMj"
680,85,"[CCC,1][EEE,2][PPP,1][888m,2]FF|WN0000","2788m23p2sEECCFP|WN0000","小三元","ron","立花明明子","GS6Cy4th","Yzi35ev4"
681,85,"[CCC,2][123m,3][EEEE]FPPPF|ES1000","125m57p137sEWCCP|ES0000","小三元","tsumo","修改昵称","VTAaGGnx","orFAYcyq"
682,85,"[EEE,2][WWWW,5]888sSNNNS|NN1000","89m48p88sEWWNNNF|NN0000","小四喜","tsumo","小三元","w1QPqebu","otqNopcT"
683,85,"[FFF,1][777s,3][NNN,1][PPP,1]CC|NS0000","9p16778sESWNNPP|NS0000","小三元","ron","桃蹊柳陌","39GcGHQV","k3QECJHY"
684,85,"[NNN,1][888m,3][SSSS]EWWWE|WW0000","8m3569p59sESSWNN|WW0000","小四喜","ron","东西喵","NTiMPvBY","ZRxWEFKA"
685,85,"[PPPP,7][CCC,3][SSS,2][666p,1]FF|WE0000","8m15689p3sSSCCPPP|WE0000","小三元","ron","三色同顺","nfhq9uPS","UfVe9Pss"
686,85,"[SSS,2][CCC,1][7777m,6][FFFF,3]PP|NN1000","277m4p7sSSWCCFFF|NN0000","小三元","tsumo","滚滚浪花","wNKwezHa","wUTqf2JW"
687,85,"[SSS,3][NNN,1][123m,1][EEE,3]WW|SN0000","25m19p7sEESSWNNC|SN0000","小四喜","ron","福娃二妹","WPphvUvS","WxgPSHag"
688,85,"[WWW,2][SSS,3][FFF,1]NNNPP|SN1000","226m1sSSWWNNCFP|SN0000","字一色","tsumo","雨萌小小酱","wXv1sNUz","Q21ge7kt"
689,84,"11m66pEEESSSNNN1m|SN1000","16m669p4sEEESNNP|SN0000","四暗刻","tsumo","不求人","9no9sFS7","N3dkR3gx"
690,84,"33444m111p11444s1s|EN1000","13445m11p144457s|EN0000","四暗刻","tsumo","Jvruo","LzZcda1B","KQkqnEAA"
691,84,"[111m,3]1999p111999s1p|WS1000","1168m99p123999sN|WS0000","清幺九","tsumo","和绝张","NRnb3P4x","mHk7u09h"
692,84,"[111s,1][111p,1][999s,1][111m,3]9m9m|NS1000","14889m115p1299sP|NS0000","清幺九","tsumo","lingtong","tQQHQKkQ","fvK0x3mQ"
693,84,"[222s,2][111s,1][PPP,3][FFF,2]CC|SW0000","356p1123899sCFP|SW0000","小三元","ron","Doge","DF5ET0y5","TFfbhrs0"
694,84,"[333s,2][444s,3][111s,2][2222s,6]5s5s|EE1000","68m2677p2233457sC|EE0000","一色四节高、清一色","tsumo","未济","Yn1n25uB","XjbiuFyr"
695,84,"[7777s]666m8999p999s8p|EW1000","6669m49p57799sCF|EW0000","四暗刻","tsumo","茅老道","kFAM1LVx","qe2EJcHc"
696,84,"[CCC,2][PPPP]11333sFF1s|WW0000","9p1133559sNCFPP|WW0000","小三元","ron","闪电云","9SDzgpLS","jWKj99GF"
697,84,"[CCC,3][SSS,2]555mFFFPP|EW1000","5m279p469sSNCCFF|EW0000","小三元","tsumo","青花鱼尾","SbguPFEY","JzZuBMm9"
698,84,"[EEE,2][WWWW,3]666sSNNNS|ES1000","259m38p6sESWWWNP|ES0000","小四喜","tsumo","喵爹真不是咪","bJoBUb9o","Vetomce1"
699,84,"[NNNN,5][PPP,1][6666m,2]CCCFF|NE0000","12669m8p8sNNCCFPP|NE0000","小三元","ron","欧宸羽","4bXqcFrv","F9mXWjmE"
