======================================
Deal-in Rate (放铳率) = deal_in_count / total_rounds
Generated at: 2026-01-09 00:24:36
Total players: 1934
======================================

Rank  	Rate        	Player Name              	Rounds
685   	18.75%      	玖楼的考古家       	16
686   	18.75%      	熔岩                   	832
687   	18.75%      	沐光重生             	208
688   	18.75%      	江大麻将AI           	240
689   	18.75%      	檐下风铃             	160
690   	18.75%      	橙                      	80
691   	18.75%      	桔梗                   	32
692   	18.75%      	枰                      	256
693   	18.75%      	林嘿嘿4号            	48
694   	18.75%      	朱雀                   	80
695   	18.75%      	望月穗波             	160
696   	18.75%      	是大侠吖             	16
697   	18.75%      	昏睡猫投降喵       	448
698   	18.75%      	无言清澈之风       	64
699   	18.75%      	无机盐                	176
700   	18.75%      	挂机1号               	48
701   	18.75%      	抹茶味纯子          	384
702   	18.75%      	戮默                   	48
703   	18.75%      	意凉                   	16
704   	18.75%      	念起觉迟             	1456
705   	18.75%      	心中的太阳          	112
706   	18.75%      	徐北to                 	640
707   	18.75%      	廃棄物                	16
708   	18.75%      	幻心                   	16
709   	18.75%      	帽帽                   	112
710   	18.75%      	常陆茉子             	16
711   	18.75%      	崇灯                   	96
712   	18.75%      	尘墨                   	48
713   	18.75%      	小邓                   	16
714   	18.75%      	小柒                   	368
715   	18.75%      	小林刚                	32
716   	18.75%      	小星星星君          	16
717   	18.75%      	小任好运来          	32
718   	18.75%      	宫村宫子             	336
719   	18.75%      	宗云先生             	304
720   	18.75%      	娄山关                	16
721   	18.75%      	妖妖果                	16
